"Country/LocationRepresented","Foreign Principal","Foreign PrincipalRegistration Date","Address","State","Registrant","Registration #","RegistrationDate"
"JAPAN","Sanseito","09/07/2024","Tokyo&nbsp;&nbsp;","","Braynard, Matthew Martin","7459","09/07/2024"
"TURKEY","IYI Party (Good Party)","01/03/2025","Mustafa Kemal Mah., Sehit ogretmen Senay Aybuke, YalcinCad. no: 9 CankayaAnkara&nbsp;&nbsp;","","Cavas, Ahmet","7513","01/03/2025"
"GREAT BRITAIN","City of Sunderland, England","03/01/1998","Colima Avenue, Sunderland Enterprise Park, Sunderland&nbsp;&nbsp;","","Oliver A. Dulle Jr. & Company","5246","03/01/1998"
"QATAR","Embassy of the State of Qatar","02/05/2018","2555 M Street, NWWashington&nbsp;&nbsp;20037","DC","S.G.R. LLC Government Relations and Lobbying","6379","09/20/2016"
"MEXICO","Secretaria de Economia","04/09/1998","50 Fremont Street San Francisco&nbsp;&nbsp;","CA","Pillsbury Winthrop Shaw Pittman, LLP","5198","07/31/1997"
"YEMEN","Southern Transitional Council","05/05/2023","1 Gold Mohr BeachAl-Tawahi Aden&nbsp;&nbsp;","","Hyperfocal Communications, LLC","7267","05/05/2023"
"UKRAINE","Kyiv Global Outreach through DCI Group AZ, L.L.C.","04/17/2024","Volodymyra Vinnichencko Street, Building 7, Office 9 Kyiv&nbsp;&nbsp;","","Hyperfocal Communications, LLC","7267","05/05/2023"
"PAKISTAN","Islamabad Policy Research Institute through Team Eagle Consulting, LLC","10/22/2024","&nbsp;&nbsp;","","Hyperfocal Communications, LLC","7267","05/05/2023"
"GERMANY","Deutsche Zentrale fuer Tourismus (German National Tourist Board)","02/28/1950","&nbsp;&nbsp;","","German National Tourist Office","616","02/28/1950"
"BRITISH VIRGIN ISLANDS","British Virgin Islands Tourist Board","04/30/2018","Decastro Street 2nd Floor, Akara BuildingRoad Town, Tortola, BVI&nbsp;&nbsp;","","Myriad International Marketing, LLC","6549","04/30/2018"
"GERMANY","German National Tourist Office","04/30/2018","122 East 42nd Street, Suite 2000New York&nbsp;&nbsp;10168","NY","Myriad International Marketing, LLC","6549","04/30/2018"
"JAPAN","Kyoto Convention & Visitors Bureau","04/30/2018","Karasuma Ebisugawa Nakagyo-kuKyoto 604-0862&nbsp;&nbsp;","","Myriad International Marketing, LLC","6549","04/30/2018"
"TAIWAN","Taiwan Tourism Bureau","04/30/2018","39F, No. 290, Sec. 4Zhongxiao E. Rd Taipei City 10694&nbsp;&nbsp;","","Myriad International Marketing, LLC","6549","04/30/2018"
"AUSTRALIA","Tourism Northern Territory","04/30/2018","Level 1, Alice PlazaAlice Springs, Northern Territory, 0870&nbsp;&nbsp;","","Myriad International Marketing, LLC","6549","04/30/2018"
"JAPAN","Toyooka City Hall Tourism Division","06/01/2018","2-4 Chuo-machiToyooka City, Hyogo 668-8666&nbsp;&nbsp;","","Myriad International Marketing, LLC","6549","04/30/2018"
"JAPAN","Shizuoka Prefectural Tourism Association","05/22/2019","2F Mizunomori Bldg., 14-1 Minami-cho, Suraga-ku, Shizuoka 422-8067&nbsp;&nbsp;","","Myriad International Marketing, LLC","6549","04/30/2018"
"RWANDA","Embassy of the Republic of Rwanda in Washington, D.C-USA","12/18/2018","&nbsp;&nbsp;","","Myriad International Marketing, LLC","6549","04/30/2018"
"PORTUGAL","Association for the Promotion of the Autonomous Region of Madeira","11/29/2021","&nbsp;&nbsp;","","Myriad International Marketing, LLC","6549","04/30/2018"
"JAPAN","Japan National Tourist Organization","11/29/2021","&nbsp;&nbsp;","","Myriad International Marketing, LLC","6549","04/30/2018"
"AUSTRALIA","Tourism and Events Queensland","06/15/2022","&nbsp;&nbsp;","","Myriad International Marketing, LLC","6549","04/30/2018"
"CANADA","Destination British Columbia","05/30/2023","&nbsp;&nbsp;","","Myriad International Marketing, LLC","6549","04/30/2018"
"PORTUGAL","Turismo de Albufeira","01/23/2024","&nbsp;&nbsp;","","Myriad International Marketing, LLC","6549","04/30/2018"
"JAPAN","Suruga Marketing & Tourism Bureau","03/05/2024","TOKAI Hinodecho Building 9F, 1-2, Hinodecho,, Aoi-kuShizuoka City&nbsp;&nbsp;","","Myriad International Marketing, LLC","6549","04/30/2018"
"JAPAN","Embassy of Japan","02/18/2025","2520 Massachusetts Avenue NW Washington&nbsp;&nbsp;20008","DC","Sasakawa Peace Foundation USA","7543","02/18/2025"
"CAMBODIA","Ministry of Culture and Fine Arts","06/09/2021","#227 Norodom BoulevardPhnom Penh Phnom Penh&nbsp;&nbsp;","","Gordon, Bradley James","6971","06/09/2021"
"BULGARIA","Trace Group Hold Plc","06/17/2024","""Nikola obrazopisov"" 12 Sofia, Region Triaditsa&nbsp;&nbsp;","","BlackSummit Capital LLC","7424","06/17/2024"
"SERBIA","The Republic of Serbia","01/23/2025","Andricev Venac 1BeogradBeograd&nbsp;&nbsp;","","BlackSummit Capital LLC","7424","06/17/2024"
"JAPAN","Japanese Consulate of San Francisco","08/13/2024","275 Battery Street, Suite #2100San Francisco&nbsp;&nbsp;94111","CA","Lighthouse Public Affairs","7443","08/13/2024"
"GERMANY","Ministry of Economic Affairs, Innovation, Digitalization and Energy of the State of the North Rhine-Westphalia; Germany","03/13/2019","Berger Allee 2540213 Dusseldorf&nbsp;&nbsp;","","NRW Global Business North America LLC","6645","03/13/2019"
"QATAR","Embassy of Qatar","03/07/2022","2555 M Street,NWWashington&nbsp;&nbsp;20037","DC","Becker & Poliakoff","7089","03/07/2022"
"BAHAMAS","The Government of the Commonwealth of the Bahamas","02/01/2024","Paul L. Adderley Building, 18 John F. Kennedy Drive, P.O. Box N-3007 New ProvidenceNassau&nbsp;&nbsp;","","Becker & Poliakoff","7089","03/07/2022"
"CANADA","Government of Quebec (via the Minister of International Relations and Francophony)","03/07/2025","805 15th Street NW, 450 washington&nbsp;&nbsp;20005","DC","Becker & Poliakoff","7089","03/07/2022"
"EGYPT","The Protestant Churches of Egypt","06/10/2022","14 Al Shahid Ahmed Amer St., HeliopolisCairo&nbsp;&nbsp;","","Dr. Andrea Zaki Stephanous Killini","7124","06/10/2022"
